No errors
No warnings
170 ms
data source=aircraftreports
1345 results
receipt_time,observation_time,mid_point_assumed,no_time_stamp,flt_lvl_range,above_ground_level_indicated,no_flt_lvl,bad_location,aircraft_ref,latitude,longitude,altitude_ft_msl,sky_cover,cloud_base_ft_msl,cloud_top_ft_msl,sky_cover,cloud_base_ft_msl,cloud_top_ft_msl,turbulence_type,turbulence_intensity,turbulence_base_ft_msl,turbulence_top_ft_msl,turbulence_freq,turbulence_type,turbulence_intensity,turbulence_base_ft_msl,turbulence_top_ft_msl,turbulence_freq,icing_type,icing_intensity,icing_base_ft_msl,icing_top_ft_msl,icing_type,icing_intensity,icing_base_ft_msl,icing_top_ft_msl,visibility_statute_mi,wx_string,temp_c,wind_dir_degrees,wind_speed_kt,vert_gust_kt,report_type,raw_text
2022-03-04T15:43:40Z,2022-03-04T15:41:00Z,,,,,,,EIN10M,58.1167,-33.9,34000,,,,,,,,,,,,,,,,,,,,,,,,,,,-59,237,55,,AIREP,ARP EIN10M 5807N 03354W 1541 F340 M59 237/55 5801N 04000W 1611 5701N 05001W KT EILRD DDL IG1 041542 J46A,
2022-03-04T15:43:40Z,2022-03-04T15:41:00Z,,,,,,,UAL919,58.05,-39.5833,35000,,,,,,,,,,,,,,,,,,,,,,,,,,,-57,218,66,,AIREP,ARP UAL919 5803N 03935W 1541 F350 M57 218/66 5800N 04000W 1543 5702N 05001W KT N653UA DDL UAK 041541 F16A,
2022-03-04T15:44:01Z,2022-03-04T15:41:00Z,,,,,,,DLH464,57.9,-28.2833,35000,,,,,,,,,,,,,,,,,,,,,,,,,,,-53,242,54,,AIREP,ARP DLH464 5754N 02817W 1541 F350 M53 242/54 5801N 03000W 1549 5801N 04000W KT DAIFC DDL XXN 041542 J49A,
2022-03-04T15:43:40Z,2022-03-04T15:41:00Z,,,,,,,KLM641,57.55,-30.9,38000,,,,,,,,,,,,,,,,,,,,,,,,,,,-48,236,70,,AIREP,ARP KLM641 5733N 03054W 1541 F380 M48 236/70 5731N 04000W 1622 5631N 05001W KT PHBHA QXT EUA 041541 L50A,
2022-03-04T15:49:37Z,2022-03-04T15:41:00Z,,,,,,,AFR356,57.4667,-17.1,38000,,,,,,,,,,,,,,,,,,,,,,,,,,,-47,259,30,,AIREP,ARP AFR356 5728N 01706W 1541 F380 M47 259/30 5801N 02000W 1554 5901N 03000W KT FHTYK QXT EUA 041542 J18A,
2022-03-04T15:49:37Z,2022-03-04T15:41:00Z,,,,,,,ETD19G,57.2167,-25.95,37000,,,,,,,,,,,,,,,,,,,,,,,,,,,-49,237,54,,AIREP,ARP ETD19G 5713N 02557W 1541 F370 M49 237/54 5731N 03000W 1558 5731N 04000W KT A6BLE QXT EUA 041541 L36A,
2022-03-04T15:43:40Z,2022-03-04T15:41:00Z,,,,,,,WJA4,56.9833,-50.05,38000,,,,,,,,,,,,,,,,,,,,,,,,,,,-54,322,63,,AIREP,ARP WJA4 5659N 05003W 1541 F380 M54 322/63 HOIST 1616 SPOTE KT CGMKS QXS UAK 041541 L65A,
2022-03-04T15:51:15Z,2022-03-04T15:41:00Z,,,,,,,B737,41.51,-87.5715,36000,,,,,,,,NEG,,,,,,,,,,,,,,,,,,,,,,,PIREP,MDW UA /OV CGT/TM 1541/FL360/TP B737/TB NEG,
2022-03-04T15:53:12Z,2022-03-04T15:41:00Z,,,,,,,UAL749,39.05,-96.4167,34000,,,,,,,,LGT,,,,CHOP,LGT,,,,,,,,,,,,,,-52,268,88,,AIREP,ARP UAL749 3903N 09625W 1541 F340 M52 268/088 TB LIGHT SK IC RM B738 OV WEVAL LGT CHOP,
2022-03-04T16:24:14Z,2022-03-04T15:41:00Z,,,,,,,C208,32.7017,-116.9959,7000,,,,,,,,,,,,,,,,,RIME,LGT,,,,,,,,,,,,,PIREP,SDM UA /OV SAN090010/TM 1541/FL070/TP C208/IC LGT RIME/RM COR SA-ID. ZLA CWSU,
2022-03-04T16:06:16Z,2022-03-04T15:41:00Z,,,,,,,QFA93,-29.7,176.7,35000,,,,,,,,,,,,,,,,,,,,,,,,,,,-40,251,39,,AIREP,ARP QFA93 2942S 17642E 1541 F350 M40 251/39,
2022-03-04T15:42:52Z,2022-03-04T15:40:00Z,,,,,,,BAW219V,63.0,-49.7833,38000,,,,,,,,,,,,,,,,,,,,,,,,,,,-54,50,59,,AIREP,ARP BAW219V 6300N 04947W 1540 F380 M54 050/59 6300N 05000W 1540 KETLA KT GZBKI DDL XXH 041540 L64A,
2022-03-04T15:43:40Z,2022-03-04T15:40:00Z,,,,,,,RJA263,59.1333,-44.8833,38000,,,,,,,,,,,,,,,,,,,,,,,,,,,-55,326,76,,AIREP,ARP RJA263 5908N 04453W 1540 F380 M55 326/76 5902N 05001W 1601 VESMI KT JYBAG DDL UAK 041540 L44A,
2022-03-04T15:48:10Z,2022-03-04T15:40:00Z,,,,,,,BAW243,58.8,-26.85,36000,,,,,,,,,,,,,,,,,,,,,,,,,,,-50,240,53,,AIREP,ARP BAW243 5848N 02651W 1540 F360 M50 240/53 5901N 03000W 1553 5901N 04000W KT GZBKL DDL XXF 041540 L79A,
2022-03-04T15:48:34Z,2022-03-04T15:40:00Z,,,,,,,KLM31,58.6,-24.9,36000,,,,,,,,,,,,,,,,,,,,,,,,,,,-50,250,49,,AIREP,ARP KLM31 5836N 02454W 1540 F360 M50 250/49 5900N 03000W 1603 5900N 04000W KT PHBQP QXT EUA 041541 F21A,
2022-03-04T15:42:52Z,2022-03-04T15:40:00Z,,,,,,,EUK9VK,58.1167,-33.9833,33000,,,,,,,,,,,,,,,,,,,,,,,,,,,-58,240,56,,AIREP,ARP EUK9VK 5807N 03359W 1540 F330 M58 240/56 5801N 04000W 1609 5701N 05001W KT GEIRH DDL IG1 041540 J29A,
2022-03-04T15:42:52Z,2022-03-04T15:40:00Z,,,,,,,BAW91C,58.0833,-37.25,38000,,,,,,,,,,,,,,,,,,,,,,,,,,,-54,343,75,,AIREP,ARP BAW91C 5805N 03715W 1540 F380 M54 343/75 5800N 04000W 1552 5700N 05000W KT GZBJB DDL UAK 041540 L72A,
2022-03-04T15:42:52Z,2022-03-04T15:40:00Z,,,,,,,QTR66V,58.0,-40.5,40000,,,,,,,,,,,,,,,,,,,,,,,,,,,-51,214,80,,AIREP,ARP QTR66V 5800N 04030W 1540 F400 M51 214/80 5702N 05001W 1622 HOIST KT A7ALK QXT AME 041540 J34A,
2022-03-04T15:43:40Z,2022-03-04T15:40:00Z,,,,,,,N339JM,57.6,-34.15,43000,,,,,,,,,,,,,,,,,,,,,,,,,,,-47,225,57,,AIREP,ARP N339JM 5736N 03409W 1540 F430 M47 225/57 5730N 04000W 1605 5630N 05000W KT N339JM QXT EUA 041540 A54A,
2022-03-04T15:48:34Z,2022-03-04T15:40:00Z,,,,,,,KLM685,57.4167,-16.8833,36000,,,,,,,,,,,,,,,,,,,,,,,,,,,-49,274,44,,AIREP,ARP KLM685 5725N 01653W 1540 F360 M49 274/44 5801N 02000W 1554 5901N 03000W KT PHBHM QXT EUA 041540 L90A,
2022-03-04T15:42:52Z,2022-03-04T15:40:00Z,,,,,,,UAL127,57.05,-30.9,35000,,,,,,,,,,,,,,,,,,,,,,,,,,,-55,247,59,,AIREP,ARP UAL127 5703N 03054W 1540 F350 M55 247/59 5701N 04000W 1623 5601N 05001W KT N642UA DDL XXN 041540 F90A,
2022-03-04T15:48:34Z,2022-03-04T15:40:00Z,,,,,,,RCH324,56.9,-19.3333,34000,,,,,,,,,,,,,,,,,,,,,,,,,,,-58,247,28,,AIREP,ARP RCH324 5654N 01920W 1540 F340 M58 247/28 5700N 02000W 1544 5801N 03000W KT 50106A DDL XXN 041540 F62A,
2022-03-04T15:43:40Z,2022-03-04T15:40:00Z,,,,,,,CFG2198,56.6833,-51.3833,35000,,,,,,,,,,,,,,,,,,,,,,,,,,,-52,196,62,,AIREP,ARP CFG2198 5641N 05123W 1540 F350 M52 196/62 5503N 05701W 1611 5430N 05918W KT DABUB QXT IGW 041541 F50A,
2022-03-04T15:43:40Z,2022-03-04T15:40:00Z,,,,,,,SWR14E,56.6167,-24.85,37000,,,,,,,,,,,,,,,,,,,,,,,,,,,-49,243,47,,AIREP,ARP SWR14E 5637N 02451W 1540 F370 M49 243/47 5701N 03000W 1604 5701N 04000W KT HBJHM DDL XXF 041541 J67A,
2022-03-04T16:44:08Z,2022-03-04T15:40:00Z,,,,,,,C208,45.8951,-122.808,6000,,,,,,,,,,,,,,,,,CLEAR,LGT,,,,,,,,,-7,,,,PIREP,PDX UA /OV PDX315020/TM 1540/FL060/TP C208/TA M07/IC LGT CLR,
2022-03-04T16:46:08Z,2022-03-04T15:40:00Z,,,,,,,C208,45.7342,-122.7126,6000,,,,,,,,,,,,,,,,,CLEAR,LGT,,,,,,,,,-21,,,,PIREP,SPB UA /OV KPDX315010/TM 1540/FL060/TP C208/TA M21/IC LGT CLR,
2022-03-04T15:49:37Z,2022-03-04T15:40:00Z,,,,,,,UAL267,43.3,-78.1167,34000,,,,,,,,NEG,,,,,NEG,,,,,,,,,,,,,,-58,320,145,,AIREP,ARP UAL267 4318N 07807W 1540 F340 M58 320/145 TB NONE SK CLEAR IC NONE,
2022-03-04T15:51:15Z,2022-03-04T15:40:00Z,,,,,,,C208,32.6591,-117.3211,7000,,,,,,,,,,,,,,,,,MIXED,LGT,,,,,,,,,,,,,PIREP,SAN UA /OV SAN225008/TM 1540/FL070/TP C208/IC LGT MX/RIME,
2022-03-04T15:48:34Z,2022-03-04T15:39:00Z,,,,,,,DHK377,59.0667,-35.65,35000,,,,,,,,,,,,,,,,,,,,,,,,,,,-58,220,56,,AIREP,ARP DHK377 5904N 03539W 1539 F350 M58 220/56 5858N 03000W 1600 5758N 02001W KT GDHLC DDL IG1 041539 F95A,
2022-03-04T15:43:40Z,2022-03-04T15:39:00Z,,,,,,,BCS372,58.9833,-29.4333,36000,,,,,,,,,,,,,,,,,,,,,,,,,,,-53,231,48,,AIREP,ARP BCS372 5859N 02926W 1539 F360 M53 231/48 5900N 03000W 1542 5901N 04000W KT DACVG DDL XXN 041542 J82A,
2022-03-04T15:48:10Z,2022-03-04T15:39:00Z,,,,,,,SWR8T,58.7333,-26.35,38000,,,,,,,,,,,,,,,,,,,,,,,,,,,-49,229,46,,AIREP,ARP SWR8T 5844N 02621W 1539 F380 M49 229/46 5900N 03000W 1555 6000N 04000W KT HBJHN DDL XXF 041539 J54A,
2022-03-04T15:48:34Z,2022-03-04T15:39:00Z,,,,,,,DLH498,58.1,-20.4833,32000,,,,,,,,,,,,,,,,,,,,,,,,,,,-58,255,53,,AIREP,ARP DLH498 5806N 02029W 1539 F320 M58 255/53 5902N 02959W 1621 6002N 04000W KT DABYT DDL XXF 041539 F86A,
2022-03-04T15:42:52Z,2022-03-04T15:39:00Z,,,,,,,QTR33W,57.9667,-40.6,37000,,,,,,,,,,,,,,,,,,,,,,,,,,,-55,209,75,,AIREP,ARP QTR33W 5758N 04036W 1539 F370 M55 209/75 5700N 05000W 1621 HOIST KT A7ANM QXT AME 041539 J56A,
2022-03-04T15:48:34Z,2022-03-04T15:39:00Z,,,,,,,ACA885,57.6833,-25.85,37000,,,,,,,,,,,,,,,,,,,,,,,,,,,-50,238,50,,AIREP,ARP ACA885 5741N 02551W 1539 F370 M50 238/50 5800N 03000W 1558 5800N 04000W KT CGEGP DDL XXF 041539 J47A,
2022-03-04T15:41:01Z,2022-03-04T15:39:00Z,,,,,,,QTR37G,57.1167,-36.9333,35000,,,,,,,,,,,,,,,,,,,,,,,,,,,-57,223,71,,AIREP,ARP QTR37G 5707N 03656W 1539 F350 M57 223/71 5702N 04000W 1553 5602N 05001W KT A7BEX QXT EUA 041539 F35A,
2022-03-04T15:41:01Z,2022-03-04T15:39:00Z,,,,,,,BAW25C,57.0833,-36.75,34000,,,,,,,,,,,,,,,,,,,,,,,,,,,-57,229,69,,AIREP,ARP BAW25C 5705N 03645W 1539 F340 M57 229/69 5700N 04000W 1554 5600N 05000W KT GYMML DDL XXF 041539 F43A,
2022-03-04T15:41:01Z,2022-03-04T15:39:00Z,,,,,,,DAL131,56.5667,-51.8667,36000,,,,,,,,,,,,,,,,,,,,,,,,,,,-53,193,58,,AIREP,ARP DAL131 5634N 05152W 1539 F360 M53 193/58 HOIST 1607 4732N 06746W KT N1602 QXT IGW 041539 F86A,
2022-03-04T15:41:01Z,2022-03-04T15:39:00Z,,,,,,,VIR75L,56.5,-50.0833,36000,,,,,,,,,,,,,,,,,,,,,,,,,,,-54,185,63,,AIREP,ARP VIR75L 5630N 05005W 1539 F360 M54 185/63 IRLOK 1616 YYR KT GVNYC DDL XXH 041539 J72A,
2022-03-04T15:48:34Z,2022-03-04T15:39:00Z,,,,,,,BOX395,52.5,-26.0333,37000,,,,,,,,,,,,,,,,,,,,,,,,,,,-51,269,54,,AIREP,ARP BOX395 5230N 02602W 1539 F370 M51 269/54 5300N 02000W 1604 MALOT KT DAALJ QXT AOE 041539 F44A,
2022-03-04T15:48:34Z,2022-03-04T15:39:00Z,,,,,,,AFR006,52.3333,-16.5,34000,,,,,,,,,,,,,,,,,,,,,,,,,,,-51,220,35,,AIREP,ARP AFR006 5220N 01630W 1539 F340 M51 220/35 5300N 02000W 1557 5400N 03000W KT FGSQJ QXT EUA 041539 F13A,
2022-03-04T15:48:34Z,2022-03-04T15:39:00Z,,,,,,,FDX5124,50.1,-26.0667,35000,,,,,,,,,,,,,,,,,,,,,,,,,,,-58,297,73,,AIREP,ARP FDX5124 5006N 02604W 1539 F350 M58 297/73 5000N 02000W 1606 SOMAX KT N869FD QXT AME 041540 F79A,
2022-03-04T15:41:01Z,2022-03-04T15:39:00Z,,,,,,,N1WW,46.0,-42.85,41000,,,,,,,,,,,,,,,,,,,,,,,,,,,-56,238,104,,AIREP,ARP N1WW 4600N 04251W 1539 F410 M56 238/104 4700N 04000W 1552 5000N 03000W KT N1WW DDL XXH 041539 M98A,
2022-03-04T15:41:01Z,2022-03-04T15:39:00Z,,,,,,,ETH3692,45.6833,-51.6833,41000,,,,,,,,,,,,,,,,,,,,,,,,,,,-50,230,120,,AIREP,ARP ETH3692 4541N 05141W 1539 F410 M50 230/120 4600N 05000W 1547 4900N 04000W KT ETAPU DDL YYT 041539 F12A,
2022-03-04T15:48:10Z,2022-03-04T15:39:00Z,,,,,,,KLM767,45.5,-23.0667,32000,,,,,,,,,,,,,,,,,,,,,,,,,,,-51,295,92,,AIREP,ARP KLM767 4530N 02304W 1539 F320 M51 295/92 4500N 02400W 1546 4100N 03000W KT PHBVU QXT AOE 041539 F29A,
2022-03-04T15:53:12Z,2022-03-04T15:39:00Z,,,,,,,PAL104,20.0,130.0,33000,,,,,,,,,,,,,,,,,,,,,,,,,,,-36,275,30,,AIREP,ARP PAL104 2000N 13000E 1539 F330 M36 275/030,
2022-03-04T15:41:01Z,2022-03-04T15:38:00Z,,,,,,,MSR985,61.9333,-31.3833,35000,,,,,,,,,,,,,,,,,,,,,,,,,,,-56,233,37,,AIREP,ARP MSR985 6156N 03123W 1538 F350 M56 233/37 6101N 04000W 1613 6001N 05001W KT SUGDO DDL XXN 041539 F35A,
2022-03-04T15:42:52Z,2022-03-04T15:38:00Z,,,,,,,BCS372,58.9667,-29.2167,36000,,,,,,,,,,,,,,,,,,,,,,,,,,,-53,235,52,,AIREP,ARP BCS372 5858N 02913W 1538 F360 M53 235/52 5900N 03000W 1542 5901N 04000W KT DACVG DDL XXN 041541 J80A,
2022-03-04T15:39:41Z,2022-03-04T15:38:00Z,,,,,,,KLM31,58.55,-24.4,36000,,,,,,,,,,,,,,,,,,,,,,,,,,,-49,249,51,,AIREP,ARP KLM31 5833N 02424W 1538 F360 M49 249/51 5900N 03000W 1603 5900N 04000W KT PHBQP QXT EUA 041538 F19A,
2022-03-04T15:48:10Z,2022-03-04T15:38:00Z,,,,,,,DLH402,58.3167,-22.3167,36000,,,,,,,,,,,,,,,,,,,,,,,,,,,-50,248,38,,AIREP,ARP DLH402 5819N 02219W 1538 F360 M50 248/38 5901N 03000W 1611 5901N 04000W KT DABYK DDL XXF 041538 F57A,
2022-03-04T15:45:52Z,2022-03-04T15:38:00Z,,,,,,,UAL961,57.5,-16.0333,34000,,,,,,,,,,,,,,,,,,,,,,,,,,,-52,263,48,,AIREP,ARP UAL961 5730N 01602W 1538 F340 M52 263/48 5801N 02000W 1555 5901N 03000W KT N12003 DDL XXF 041538 L10A,
2022-03-04T15:41:01Z,2022-03-04T15:38:00Z,,,,,,,DAL249,57.3833,-27.9833,38000,,,,,,,,,,,,,,,,,,,,,,,,,,,-50,239,50,,AIREP,ARP DAL249 5723N 02759W 1538 F380 M50 239/50 5731N 03000W 1547 5731N 04000W KT N807NW DDL IG1 041539 J31A,
2022-03-04T15:45:52Z,2022-03-04T15:38:00Z,,,,,,,ACA881,57.0167,-20.0,37000,,,,,,,,,,,,,,,,,,,,,,,,,,,-47,256,31,,AIREP,ARP ACA881 5701N 02000W 1538 F370 M47 256/31 5801N 03000W 1620 5801N 04000W KT CFGEO DDL XXF 041538 L23A,
2022-03-04T15:48:10Z,2022-03-04T15:38:00Z,,,,,,,EIN13J,56.9667,-19.6167,35000,,,,,,,,,,,,,,,,,,,,,,,,,,,-57,255,44,,AIREP,ARP EIN13J 5658N 01937W 1538 F350 M57 255/44 5700N 02000W 1540 5802N 03000W KT EIGCF DDL XXN 041539 J30A,
2022-03-04T15:39:41Z,2022-03-04T15:38:00Z,,,,,,,AAL57,56.0333,-30.7167,33000,,,,,,,,,,,,,,,,,,,,,,,,,,,-56,261,95,,AIREP,ARP AAL57 5602N 03043W 1538 F330 M56 261/95 5600N 04000W 1625 5500N 05000W KT N734AR DDL XXN 041538 F50A,
2022-03-04T15:45:52Z,2022-03-04T15:38:00Z,,,,,,,JBU20,55.7333,-18.4,35000,,,,,,,,,,,,,,,,,,,,,,,,,,,-55,260,31,,AIREP,ARP JBU20 5544N 01824W 1538 F350 M55 260/31 5601N 02000W 1546 5701N 03000W KT N4058J QXT IGW 041538 J32A,
2022-03-04T15:41:01Z,2022-03-04T15:38:00Z,,,,,,,SWR22,55.6333,-44.7333,39000,,,,,,,,,,,,,,,,,,,,,,,,,,,-51,209,82,,AIREP,ARP SWR22 5538N 04444W 1538 F390 M51 209/82 5500N 05000W 1605 LOMSI KT HBJHL DDL UAK 041538 J76A,
2022-03-04T15:41:01Z,2022-03-04T15:38:00Z,,,,,,,BAW13G,55.55,-45.5833,37000,,,,,,,,,,,,,,,,,,,,,,,,,,,-52,206,82,,AIREP,ARP BAW13G 5533N 04535W 1538 F370 M52 206/82 5500N 05000W 1600 LOMSI KT GVIIJ DDL UAK 041539 F54A,
2022-03-04T15:39:41Z,2022-03-04T15:38:00Z,,,,,,,UAL914,55.4833,-52.1667,40000,,,,,,,,,,,,,,,,,,,,,,,,,,,-54,323,59,,AIREP,ARP UAL914 5529N 05210W 1538 F400 M54 323/59 JANJO 1603 YYR KT N45905 DDL XXN 041538 L97A,
2022-03-04T15:48:10Z,2022-03-04T15:38:00Z,,,,,,,FDX2,52.0,-35.6167,37000,,,,,,,,,,,,,,,,,,,,,,,,,,,-64,244,101,,AIREP,ARP FDX2 5200N 03537W 1538 F370 M64 244/101 5300N 03000W 1601 5300N 02000W KT N894FD QXT AME 041538 F68A,
2022-03-04T15:48:34Z,2022-03-04T15:38:00Z,,,,,,,FDX30,49.0,-19.9833,37000,,,,,,,,,,,,,,,,,,,,,,,,,,,-44,276,34,,AIREP,ARP FDX30 4900N 01959W 1538 F370 M44 276/34 BEDRA 1601 NASBA KT N856FD QXT EUA 041539 F84A,
2022-03-04T15:41:01Z,2022-03-04T15:38:00Z,,,,,,,DAL169,47.9667,-39.7,34000,,,,,,,,,,,,,,,,,,,,,,,,,,,-58,242,106,,AIREP,ARP DAL169 4758N 03942W 1538 F340 M58 242/106 4800N 04000W 1540 4801N 05000W KT N176DZ QXT AOE 041539 F53A,
2022-03-04T15:45:52Z,2022-03-04T15:38:00Z,,,,,,,AFR474,46.35,-18.5,35000,,,,,,,,,,,,,,,,,,,,,,,,,,,-45,290,58,,AIREP,ARP AFR474 4621N 01830W 1538 F350 M45 290/58 4601N 02001W 1547 4301N 02501W KT FHRBA QXT EUA 041538 L29A,
2022-03-04T15:51:12Z,2022-03-04T15:38:00Z,,,,,,,CRJ9,44.9797,-97.1417,34000,,,,,,,CHOP,LGT,,,CONT,,,,,,,,,,,,,,,,,,,,PIREP,ATY UA /OV ATY/TM 1538/FL340/TP CRJ9/TB CONS LGT CHOP,
2022-03-04T15:46:15Z,2022-03-04T15:38:00Z,,,,,,,B738,32.8686,-96.8799,1300,OVC,1300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PIREP,DAL UA /OV KDAL310002/TM 1538/FL013/TP B738/SK OVC013,
2022-03-04T15:42:52Z,2022-03-04T15:38:00Z,,,,,,,CLX6105,22.9667,66.6667,35000,,,,,,,,,,,,,,,,,,,,,,,,,,,-45,256,56,,AIREP,ARP CLX6105 2258N 06640E 1538 F350 M45 256/56,
2022-03-04T15:42:52Z,2022-03-04T15:38:00Z,,,,,,,UAE661,18.3833,61.8667,38000,,,,,,,,,,,,,,,,,,,,,,,,,,,-50,263,72,,AIREP,ARP UAE661 1823N 06152E 1538 F380 M50 263/72,
2022-03-04T16:06:16Z,2022-03-04T15:38:00Z,,,,,,,FJI930,-28.1,162.5,37000,,,,,,,,,,,,,,,,,,,,,,,,,,,-47,327,65,,AIREP,ARP FJI930 2806S 16230E 1538 F370 M47 327/65,
2022-03-04T16:06:16Z,2022-03-04T15:38:00Z,,,,,,,FJI930,-28.1333,162.5,37000,,,,,,,,,,,,,,,,,,,,,,,,,,,-47,327,65,,AIREP,ARP FJI930 2808S 16230E 1538 F370 M47 327/065,
2022-03-04T15:39:01Z,2022-03-04T15:37:00Z,,,,,,,QTR04C,62.8333,-51.8167,38000,,,,,,,,,,,,,,,,,,,,,,,,,,,-52,187,45,,AIREP,ARP QTR04C 6250N 05149W 1537 F380 M52 187/45 6159N 05801W 1600 6006N 06511W KT A7ANK QXT AME 041537 J14A,
2022-03-04T15:39:01Z,2022-03-04T15:37:00Z,,,,,,,QTR43H,62.7167,-43.7167,40000,,,,,,,,,,,,,,,,,,,,,,,,,,,-54,188,57,,AIREP,ARP QTR43H 6243N 04343W 1537 F400 M54 188/57 6200N 05000W 1600 PIDSO KT A7AMH QXS UAK 041537 J70A,
2022-03-04T15:39:01Z,2022-03-04T15:37:00Z,,,,,,,UAE2627,62.6333,-44.8,36000,,,,,,,,,,,,,,,,,,,,,,,,,,,-58,185,51,,AIREP,ARP UAE2627 6238N 04448W 1537 F360 M58 185/51 6201N 05001W 1557 6029N 05801W KT A6EGD DDL KUS 041537 F51A,
2022-03-04T15:39:01Z,2022-03-04T15:37:00Z,,,,,,,BAW31F,60.5667,-34.4,36000,,,,,,,,,,,,,,,,,,,,,,,,,,,-53,352,51,,AIREP,ARP BAW31F 6034N 03424W 1537 F360 M53 352/51 6101N 04000W 1558 6101N 05000W KT GZBKP DDL XXF 041537 L25A,
2022-03-04T15:39:01Z,2022-03-04T15:37:00Z,,,,,,,UAL975,58.4667,-46.35,37000,,,,,,,,,,,,,,,,,,,,,,,,,,,-54,196,65,,AIREP,ARP UAL975 5828N 04621W 1537 F370 M54 196/65 5800N 05000W 1553 DORYY KT N663UA DDL UAK 041537 F86A,
2022-03-04T15:39:41Z,2022-03-04T15:37:00Z,,,,,,,EIN1YE,58.1,-36.95,35000,,,,,,,,,,,,,,,,,,,,,,,,,,,-56,221,60,,AIREP,ARP EIN1YE 5806N 03657W 1537 F350 M56 221/60 5801N 04000W 1552 5701N 05001W KT EILRB DDL IG1 041538 J35A,
2022-03-04T15:39:41Z,2022-03-04T15:37:00Z,,,,,,,AFR090,57.5667,-30.9833,35000,,,,,,,,,,,,,,,,,,,,,,,,,,,-54,245,57,,AIREP,ARP AFR090 5734N 03059W 1537 F350 M54 245/57 5732N 04000W 1618 5632N 05001W KT FGSQY QXT EUA 041537 F30A,
2022-03-04T15:39:01Z,2022-03-04T15:37:00Z,,,,,,,DAL47,57.5667,-31.3667,37000,,,,,,,,,,,,,,,,,,,,,,,,,,,-51,232,69,,AIREP,ARP DAL47 5734N 03122W 1537 F370 M51 232/69 5731N 04000W 1615 5631N 05001W KT N405DX DDL IG1 041537 J05A,
2022-03-04T15:39:41Z,2022-03-04T15:37:00Z,,,,,,,DAL173,57.5167,-40.0333,38000,,,,,,,,,,,,,,,,,,,,,,,,,,,-53,207,84,,AIREP,ARP DAL173 5731N 04002W 1537 F380 M53 207/84 5631N 05001W 1623 5433N 05701W KT N814NW DDL IG1 041537 J73A,
2022-03-04T15:39:01Z,2022-03-04T15:37:00Z,,,,,,,BAW173A,55.6,-45.1833,35000,,,,,,,,,,,,,,,,,,,,,,,,,,,-53,199,84,,AIREP,ARP BAW173A 5536N 04511W 1537 F350 M53 199/84 5501N 05001W 1600 5307N 05648W KT GSTBM DDL UAK 041537 F54A,
2022-03-04T15:39:01Z,2022-03-04T15:37:00Z,,,,,,,AAL67,52.5,-52.15,40000,,,,,,,,,,,,,,,,,,,,,,,,,,,-54,216,66,,AIREP,ARP AAL67 5230N 05209W 1537 F400 M54 216/66 5152N 05435W 1550 4722N 06718W KT N750AN DDL YAY 041537 F89A,
2022-03-04T15:44:01Z,2022-03-04T15:37:00Z,,,,,,,MLWSG,48.1333,-19.3667,40000,,,,,,,,,,,,,,,,,,,,,,,,,,,-45,287,43,,AIREP,ARP MLWSG 4808N 01922W 1537 F400 M45 287/43 4800N 02000W 1540 4500N 03000W KT MLWSG QXT EUA 041537 M68A,
2022-03-04T15:45:52Z,2022-03-04T15:37:00Z,,,,,,,AFR790,46.8667,-4.6833,35000,,,,,,,,,,,,,,,,,,,,,,,,,,,-54,327,31,,AIREP,ARP AFR790 4652N 00441W 1537 F350 M54 327/31 RIVAK 1555 SIVIR KT FGZNF DDL BES 041537 F07A,
2022-03-04T15:39:41Z,2022-03-04T15:37:00Z,,,,,,,UPS219,46.55,-47.7,35000,,,,,,,,,,,,,,,,,,,,,,,,,,,-60,231,157,,AIREP,ARP UPS219 4633N 04742W 1537 F350 M60 231/157 4800N 04000W 1610 5000N 03000W KT N330UP QXT IGW 041537 F62A,
2022-03-04T16:24:12Z,2022-03-04T15:37:00Z,,,,,,,PC12,37.9897,-122.057,2000,OVC,2000,3000,,,,,,,,,,,,,,,,,,,,,,,,,,,,PIREP,CCR UA /OV KCCR/TM 1537/FL020/TP PC12/SK OVC020-TOP030,
2022-03-04T16:06:16Z,2022-03-04T15:37:00Z,,,,,,,ANZ1007,-27.2,-178.2,41000,,,,,,,,,,,,,,,,,,,,,,,,,,,-55,266,38,,AIREP,ARP ANZ1007 2712S 17812W 1537 F410 M55 266/38,
2022-03-04T15:39:41Z,2022-03-04T15:36:00Z,,,,,,,SAS925,63.4,-46.9833,36000,,,,,,,,,,,,,,,,,,,,,,,,,,,-58,172,63,,AIREP,ARP SAS925 6324N 04659W 1536 F360 M58 172/63 6301N 05001W 1548 6129N 05801W KT SEDMO DDL IG1 041538 J59A,
2022-03-04T15:37:41Z,2022-03-04T15:36:00Z,,,,,,,KLM259,59.1,-37.2333,38000,,,,,,,,,,,,,,,,,,,,,,,,,,,-53,218,64,,AIREP,ARP KLM259 5906N 03714W 1536 F380 M53 218/64 5901N 04000W 1548 5801N 05001W KT PHAOD QXT AOE 041536 J78A,
